ID,topic,premise,conclusion,validity_101,validity_102,validity_103,validity_111,validity_112,novelty_101,novelty_102,novelty_103,novelty_111,novelty_112
test_861#T5cherrysmooth+topic+specific+generic_selected_prediction,Was the War in Iraq worth it?,"War in Iraq might have become, on a very small level, a front in the War on Terror, but this was as much a result of the act of waging such an unjust war and ""occupation"" as anything else - many locals were incited to fight the occupation and were subsequently labelled ""terrorists."" Fighting the terrorism that resulted from the war is clearly not a justification for waging the war in the first place; it nets no benefits.","The war in Iraq was not a just response to the ""War on Terror""", 1, -1,, -1,, 1, 1,, 1,
test_861#T5cherrysmooth+topic+specific+inf_selected_prediction,Was the War in Iraq worth it?,"War in Iraq might have become, on a very small level, a front in the War on Terror, but this was as much a result of the act of waging such an unjust war and ""occupation"" as anything else - many locals were incited to fight the occupation and were subsequently labelled ""terrorists."" Fighting the terrorism that resulted from the war is clearly not a justification for waging the war in the first place; it nets no benefits.","Iraq's ""war"" against terrorism was an unjust war", -1, 1,, -1,, -1, 1,, -1,
test_861#T5cherrysmooth+topic_selected_prediction,Was the War in Iraq worth it?,"War in Iraq might have become, on a very small level, a front in the War on Terror, but this was as much a result of the act of waging such an unjust war and ""occupation"" as anything else - many locals were incited to fight the occupation and were subsequently labelled ""terrorists."" Fighting the terrorism that resulted from the war is clearly not a justification for waging the war in the first place; it nets no benefits.",War on Terror is not a justification for waging war., 1, 1,, 1,, -1, 1,, -1,
test_861#T5smooth+topic+gen_best_beam_prediction,Was the War in Iraq worth it?,"War in Iraq might have become, on a very small level, a front in the War on Terror, but this was as much a result of the act of waging such an unjust war and ""occupation"" as anything else - many locals were incited to fight the occupation and were subsequently labelled ""terrorists."" Fighting the terrorism that resulted from the war is clearly not a justification for waging the war in the first place; it nets no benefits.",War in Iraq was justification for fighting terrorism, -1, -1,, -1,, -1, 1,, 1,
test_861#T5smooth+topic+is_best_beam_prediction,Was the War in Iraq worth it?,"War in Iraq might have become, on a very small level, a front in the War on Terror, but this was as much a result of the act of waging such an unjust war and ""occupation"" as anything else - many locals were incited to fight the occupation and were subsequently labelled ""terrorists."" Fighting the terrorism that resulted from the war is clearly not a justification for waging the war in the first place; it nets no benefits.","War in Iraq is just a ""war""", -1, -1,, -1,, -1, 1,, -1,
test_861#T5smooth+topic+specific+generic_best_beam_prediction,Was the War in Iraq worth it?,"War in Iraq might have become, on a very small level, a front in the War on Terror, but this was as much a result of the act of waging such an unjust war and ""occupation"" as anything else - many locals were incited to fight the occupation and were subsequently labelled ""terrorists."" Fighting the terrorism that resulted from the war is clearly not a justification for waging the war in the first place; it nets no benefits.","War in Iraq was unjustified by ""terrorism""", 1, -1,, -1,, 1, 1,, 1,
test_861#T5smooth+topic+specific+inf_best_beam_prediction,Was the War in Iraq worth it?,"War in Iraq might have become, on a very small level, a front in the War on Terror, but this was as much a result of the act of waging such an unjust war and ""occupation"" as anything else - many locals were incited to fight the occupation and were subsequently labelled ""terrorists."" Fighting the terrorism that resulted from the war is clearly not a justification for waging the war in the first place; it nets no benefits.",Iraq's war on terrorism was not a just war, -1, -1,, 1,, -1, 1,, -1,
test_861#T5smooth+topic_best_beam_prediction,Was the War in Iraq worth it?,"War in Iraq might have become, on a very small level, a front in the War on Terror, but this was as much a result of the act of waging such an unjust war and ""occupation"" as anything else - many locals were incited to fight the occupation and were subsequently labelled ""terrorists."" Fighting the terrorism that resulted from the war is clearly not a justification for waging the war in the first place; it nets no benefits.","War in Iraq was about fighting terrorism, not war", -1, -1,, -1,, -1, 1,, 1,
test_861#T5_best_beam_prediction,Was the War in Iraq worth it?,"War in Iraq might have become, on a very small level, a front in the War on Terror, but this was as much a result of the act of waging such an unjust war and ""occupation"" as anything else - many locals were incited to fight the occupation and were subsequently labelled ""terrorists."" Fighting the terrorism that resulted from the war is clearly not a justification for waging the war in the first place; it nets no benefits.",War in Iraq was merely an act of terrorism, -1, -1,, -1,, -1, 1,, 1,
test_861#T5_ground_truth,Was the War in Iraq worth it?,"War in Iraq might have become, on a very small level, a front in the War on Terror, but this was as much a result of the act of waging such an unjust war and ""occupation"" as anything else - many locals were incited to fight the occupation and were subsequently labelled ""terrorists."" Fighting the terrorism that resulted from the war is clearly not a justification for waging the war in the first place; it nets no benefits.",Solving problems created by war does not justify war., 1, 1,, 1,, 1, 1,, -1,
test_861#_random_conclusion,Was the War in Iraq worth it?,"War in Iraq might have become, on a very small level, a front in the War on Terror, but this was as much a result of the act of waging such an unjust war and ""occupation"" as anything else - many locals were incited to fight the occupation and were subsequently labelled ""terrorists."" Fighting the terrorism that resulted from the war is clearly not a justification for waging the war in the first place; it nets no benefits.",Hutches are an important part of classic veal production., -1, -1,, -1,, -1, -1,, -1,
test_876#T5cherryfsmooth+topic+specific+generic_selected_prediction,Was the War in Iraq worth it?,"While it may be true that the War in Iraq irritated many, it is probably better to be feared than loved, as Machiavelli argued.",It is better to be feared than loved in Iraq., 1,, -1,, 1, -1,, -1,, -1
test_876#T5cherryfsmooth+topic+specific+inf_selected_prediction,Was the War in Iraq worth it?,"While it may be true that the War in Iraq irritated many, it is probably better to be feared than loved, as Machiavelli argued.",The War in Iraq is better feared than enjoyed, -1,, 1,, -1, -1,, -1,, -1
test_876#T5cherrysmooth+topic+specific+inf_selected_prediction,Was the War in Iraq worth it?,"While it may be true that the War in Iraq irritated many, it is probably better to be feared than loved, as Machiavelli argued.","The Iraq War irritated many, but it is better to be feared than loved", 1,, 1,, 1, -1,, -1,, -1
test_876#T5cherrysmooth+topic_selected_prediction,Was the War in Iraq worth it?,"While it may be true that the War in Iraq irritated many, it is probably better to be feared than loved, as Machiavelli argued.",War in Iraq is better feared than loved., -1,, 1,, 1, -1,, -1,, -1
test_876#T5smooth+topic+specific+generic_best_beam_prediction,Was the War in Iraq worth it?,"While it may be true that the War in Iraq irritated many, it is probably better to be feared than loved, as Machiavelli argued.",The War in Iraq is more remembered than won, -1,, 1,, -1, -1,, 1,, -1
test_876#T5smooth+topic_best_beam_prediction,Was the War in Iraq worth it?,"While it may be true that the War in Iraq irritated many, it is probably better to be feared than loved, as Machiavelli argued.","Fear of war in Iraq is justified, not love", -1,, -1,, -1, -1,, -1,, -1
test_884#T5+topic+gen_best_beam_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Water is fundamental to life; must be protected, 1, 1,, 1,, 1, -1,, -1,
test_884#T5+topic+inf_best_beam_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Water is a fundamental human right., 1, -1,, -1,, -1, 1,, -1,
test_884#T5+topic+is_best_beam_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",The right to water is the most fundamental of human rights, 1, -1,, -1,, -1, 1,, 1,
test_884#T5+topic+specific+generic+inf_best_beam_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Water is a fundamental human right that must be protected., 1, -1,, -1,, 1, 1,, 1,
test_884#T5+topic+specific+generic_best_beam_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Water is a basic human right, 1, -1,, -1,, 1, 1,, -1,
test_884#T5+topic+specific+inf_best_beam_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Privatizing water violates the right to life., -1, 1,, -1,, -1, 1,, 1,
test_884#T5+topic_best_beam_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Water is essential to human rights., 1, 1,, 1,, 1, -1,, -1,
test_884#T5cherry+topic+gen_selected_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Water is essential to the right to life., 1, 1,, 1,, -1, -1,, -1,
test_884#T5cherryf+topic+gen_selected_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Water is essential to the right to life and freedom of speech., 1, 1,, -1,, -1, -1,, -1,
test_884#T5cherryfsmooth+topic+gen_selected_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Water is a fundamental right to life., 1, -1,, 1,, 1, 1,, -1,
test_884#T5cherryfsmooth+topic+is_selected_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Water is a fundamental part of the right to life., 1, 1,, 1,, -1, -1,, -1,
test_884#T5cherrysmooth+topic+specific+generic_selected_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Water is a fundamental part of human right to life., 1, 1,, 1,, -1, -1,, -1,
test_884#T5cherrysmooth+topic_selected_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Water is fundamental to human rights., 1, 1,, 1,, -1, -1,, -1,
test_884#T5smooth+topic+is_best_beam_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Water is fundamental to life., 1, 1,, 1,, 1, -1,, -1,
test_884#T5_best_beam_prediction,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",Water is a fundamental human right, 1, -1,, -1,, -1, 1,, -1,
test_884#T5_ground_truth,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as","Water is a human right, not a commodity", 1, -1,, -1,, 1, 1,, 1,
test_884#_random_conclusion,Water privatization,"This argument centers on the notion that the right to life is the most fundamental of all human rights, and that water is fundamental to health and life, making it necessary to preserve water as a right in order to protect the right to life. By extension, it can be argued that water is essential to all of the rights that depend on health and life, such as the right to free speech, freedom of expression, and freedom of religion. This all makes water an exceptional, fundamental part of protecting our rights as individuals. In this way, water can actually be seen as a ""negative"" right as",War on Drugs is simply too expensive, -1, -1,, -1,, -1, -1,, -1,
test_890#T5cherryfsmooth+topic+specific+generic_selected_prediction,Water privatization,"Water privatization often leads to price-hikes two or three times higher than the price under public water-utility ownership. This might be the case despite the fact that a for-profit water company is operating more efficiently than a governmen-owned company. The problem is, however, that the for-profit company is pocketing PROFITS off the top of what it is charging the public, whereas a government-owned company would not be pocketing these profits. Therefore, we have to ask, what does ""economic efficiency"" mean? The reality is that for-",Private companies often have higher prices than public water., 1,, 1,, 1, -1,, -1,, -1
test_890#T5cherryfsmooth+topic+specific+inf_selected_prediction,Water privatization,"Water privatization often leads to price-hikes two or three times higher than the price under public water-utility ownership. This might be the case despite the fact that a for-profit water company is operating more efficiently than a governmen-owned company. The problem is, however, that the for-profit company is pocketing PROFITS off the top of what it is charging the public, whereas a government-owned company would not be pocketing these profits. Therefore, we have to ask, what does ""economic efficiency"" mean? The reality is that for-",Water privatization often leads to higher prices., 1,, 1,, 1, -1,, -1,, -1
test_890#T5cherrysmooth+topic+specific+inf_selected_prediction,Water privatization,"Water privatization often leads to price-hikes two or three times higher than the price under public water-utility ownership. This might be the case despite the fact that a for-profit water company is operating more efficiently than a governmen-owned company. The problem is, however, that the for-profit company is pocketing PROFITS off the top of what it is charging the public, whereas a government-owned company would not be pocketing these profits. Therefore, we have to ask, what does ""economic efficiency"" mean? The reality is that for-",Water privatization often costs more than public water., 1,, 1,, -1, -1,, -1,, -1
test_890#T5cherrysmooth+topic_selected_prediction,Water privatization,"Water privatization often leads to price-hikes two or three times higher than the price under public water-utility ownership. This might be the case despite the fact that a for-profit water company is operating more efficiently than a governmen-owned company. The problem is, however, that the for-profit company is pocketing PROFITS off the top of what it is charging the public, whereas a government-owned company would not be pocketing these profits. Therefore, we have to ask, what does ""economic efficiency"" mean? The reality is that for-",Water privatization can lead to higher water prices., 1,, 1,, 1, -1,, -1,, -1
test_890#T5smooth+topic+specific+generic_best_beam_prediction,Water privatization,"Water privatization often leads to price-hikes two or three times higher than the price under public water-utility ownership. This might be the case despite the fact that a for-profit water company is operating more efficiently than a governmen-owned company. The problem is, however, that the for-profit company is pocketing PROFITS off the top of what it is charging the public, whereas a government-owned company would not be pocketing these profits. Therefore, we have to ask, what does ""economic efficiency"" mean? The reality is that for-",Privatized water companies often have higher prices, 1,, 1,, 1, -1,, -1,, -1
test_890#T5smooth+topic+specific+inf_best_beam_prediction,Water privatization,"Water privatization often leads to price-hikes two or three times higher than the price under public water-utility ownership. This might be the case despite the fact that a for-profit water company is operating more efficiently than a governmen-owned company. The problem is, however, that the for-profit company is pocketing PROFITS off the top of what it is charging the public, whereas a government-owned company would not be pocketing these profits. Therefore, we have to ask, what does ""economic efficiency"" mean? The reality is that for-",Water privatization often results in higher prices, 1,, 1,, 1, -1,, -1,, 1
test_890#T5smooth+topic_best_beam_prediction,Water privatization,"Water privatization often leads to price-hikes two or three times higher than the price under public water-utility ownership. This might be the case despite the fact that a for-profit water company is operating more efficiently than a governmen-owned company. The problem is, however, that the for-profit company is pocketing PROFITS off the top of what it is charging the public, whereas a government-owned company would not be pocketing these profits. Therefore, we have to ask, what does ""economic efficiency"" mean? The reality is that for-",Water privatization is not efficient., -1,, 1,, -1, -1,, 1,, -1
test_910#T5+topic+gen_best_beam_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Public-private partnership improves performance, 1, 1,, 1,, 1, -1,, -1,
test_910#T5+topic+inf_best_beam_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Public-private partnerships are more efficient than private ones, 1, -1,, -1,, 1, 1,, 1,
test_910#T5+topic+is_best_beam_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Water privatization has lowered employee costs., -1, 1,, -1,, -1, 1,, 1,
test_910#T5+topic+specific+generic+inf_best_beam_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Water privatization has improved worker conditions, 1, 1,, 1,, 1, 1,, -1,
test_910#T5+topic+specific+generic_best_beam_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Water privatization has improved employee satisfaction, 1, 1,, 1,, 1, 1,, -1,
test_910#T5+topic+specific+inf_best_beam_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Public-private partnerships are better for employees, 1, 1,, 1,, 1, 1,, -1,
test_910#T5+topic_best_beam_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Water privatization has improved performance, 1, 1,, 1,, 1, 1,, -1,
test_910#T5cherryfsmooth+topic+gen_selected_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Water privatization has improved employee wages and benefits, 1, 1,, 1,, 1, -1,, -1,
test_910#T5cherryfsmooth+topic+is_selected_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Public-private water privatization benefits employees better., 1, 1,, 1,, 1, -1,, -1,
test_910#T5cherryfsmooth+topic+specific+generic_selected_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Public-private water privatization has improved employee wages, 1, 1,, 1,, 1, -1,, -1,
test_910#T5cherryfsmooth+topic+specific+inf_selected_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Public-private partnership improves employee wages and benefits, 1, 1,, 1,, 1, -1,, -1,
test_910#T5cherrysmooth+topic_selected_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Water privatization improves employee wages and benefits, 1, -1,, 1,, 1, 1,, -1,
test_910#T5smooth+topic+gen_best_beam_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Public-private partnership on water has shown to be more profitable, -1, 1,, -1,, -1, 1,, 1,
test_910#T5smooth+topic+is_best_beam_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Public-private partnerships have improved employee wages, 1, 1,, 1,, 1, -1,, -1,
test_910#T5smooth+topic+specific+generic_best_beam_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Water privatization has improved employee benefits, 1, -1,, 1,, 1, 1,, -1,
test_910#T5smooth+topic_best_beam_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Water privatization has improved employee wages, 1, 1,, 1,, 1, -1,, -1,
test_910#T5_best_beam_prediction,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Public-private partnership benefits employees., 1, 1,, 1,, 1, 1,, -1,
test_910#T5_ground_truth,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Water industry employees fair much better in the private sector:, 1, 1,, -1,, 1, 1,, 1,
test_910#_random_conclusion,Water privatization,"A 1999 report by the city of Indianapolis on the performance of the public-private partnership in running the city's water system for five years said that employee wages and benefits have risen between 9 and 28 percent, accident rates have dropped 91%, and grievances are down 99%",Wind energy is abundant and can supply massive quantities of energy., -1, -1,, -1,, -1, -1,, -1,
test_911#T5cherryfsmooth+topic+specific+generic_selected_prediction,Water privatization,"(PPPs) in the 1990s. Braadbaart, O. (2005). Privatizing water and wastewater in developing countries : assessing the 1990s' experiments. Water policy ; vol. 7, no. 4 ; p. 329-344. Abstract and ordering details -",Public-private partnerships often lead to water privatization, 0,, 0,, 1, 0,, 0,, 1
test_911#T5cherryfsmooth+topic+specific+inf_selected_prediction,Water privatization,"(PPPs) in the 1990s. Braadbaart, O. (2005). Privatizing water and wastewater in developing countries : assessing the 1990s' experiments. Water policy ; vol. 7, no. 4 ; p. 329-344. Abstract and ordering details -",Public-private partnership (PPP) in the 1990s, 0,, 0,, 1, 0,, 0,, -1
test_911#T5cherrysmooth+topic_selected_prediction,Water privatization,"(PPPs) in the 1990s. Braadbaart, O. (2005). Privatizing water and wastewater in developing countries : assessing the 1990s' experiments. Water policy ; vol. 7, no. 4 ; p. 329-344. Abstract and ordering details -",Water privatization has succeeded in developed countries., 0,, 0,, -1, 0,, 0,, -1
test_911#T5smooth+topic+specific+generic_best_beam_prediction,Water privatization,"(PPPs) in the 1990s. Braadbaart, O. (2005). Privatizing water and wastewater in developing countries : assessing the 1990s' experiments. Water policy ; vol. 7, no. 4 ; p. 329-344. Abstract and ordering details -",Water privatization in developing countries is a success, 0,, 0,, -1, 0,, 0,, -1
test_911#T5smooth+topic+specific+inf_best_beam_prediction,Water privatization,"(PPPs) in the 1990s. Braadbaart, O. (2005). Privatizing water and wastewater in developing countries : assessing the 1990s' experiments. Water policy ; vol. 7, no. 4 ; p. 329-344. Abstract and ordering details -",Public-private partnerships in the 1990s, 0,, 0,, 1, 0,, 0,, -1
test_911#T5smooth+topic_best_beam_prediction,Water privatization,"(PPPs) in the 1990s. Braadbaart, O. (2005). Privatizing water and wastewater in developing countries : assessing the 1990s' experiments. Water policy ; vol. 7, no. 4 ; p. 329-344. Abstract and ordering details -",Water privatization has failed, 0,, 0,, -1, 0,, 0,, -1
test_92#T5+topic+specific+generic+inf_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"Detainees will get a 'fair trial' in civilian court only if their conviction is assured. By implication, that suggests that detainees who go before military commissions will get an unfair trial. Presumably the administration would deny this and say the commission trials will be fair too. But if so, why is such a trial not good enough for Khalid Sheikh Mohammad?","Detainees are given a ""fair trial"" in civilian courts", 1, 1, 1,,, -1, -1, -1,,
test_92#T5smooth+topic_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"Detainees will get a 'fair trial' in civilian court only if their conviction is assured. By implication, that suggests that detainees who go before military commissions will get an unfair trial. Presumably the administration would deny this and say the commission trials will be fair too. But if so, why is such a trial not good enough for Khalid Sheikh Mohammad?",Detainees will get an unfair trial only if conviction is assured, -1, -1, -1,,, -1, -1, -1,,
test_92#T5_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"Detainees will get a 'fair trial' in civilian court only if their conviction is assured. By implication, that suggests that detainees who go before military commissions will get an unfair trial. Presumably the administration would deny this and say the commission trials will be fair too. But if so, why is such a trial not good enough for Khalid Sheikh Mohammad?",Detainees will get a fair trial in civilian court if conviction assured, 1, 1, 1,,, -1, -1, -1,,
test_92#T5_ground_truth,Trying 9/11 terror suspects in NYC courts,"Detainees will get a 'fair trial' in civilian court only if their conviction is assured. By implication, that suggests that detainees who go before military commissions will get an unfair trial. Presumably the administration would deny this and say the commission trials will be fair too. But if so, why is such a trial not good enough for Khalid Sheikh Mohammad?",Wrong to give some terrorists civilian trials and not others, 1, 1, 1,,, 1, -1, 1,,
test_92#_random_conclusion,Trying 9/11 terror suspects in NYC courts,"Detainees will get a 'fair trial' in civilian court only if their conviction is assured. By implication, that suggests that detainees who go before military commissions will get an unfair trial. Presumably the administration would deny this and say the commission trials will be fair too. But if so, why is such a trial not good enough for Khalid Sheikh Mohammad?",Year-round schools spread breaks across each term., -1, -1, -1,,, -1, -1, -1,,
test_93#T5+topic+specific+generic+inf_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"The politics of the trial stems from Obama’s decision to announce the closing of Guantanamo before he had lined up takers for its prisoners. Now with unemployment at 10.2 percent, he could hold an auction for the officials in Illinois, Montana, Michigan and Colorado clamoring for the detainees to fill their underused prisons. The politician who wins the detainees isn’t going to get booted from office. He’s going to get a parade.",Politics of trial over Guantanamo are driven by greed, -1, 1, 0,,, -1, 1, 1,,
test_93#T5smooth+topic_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"The politics of the trial stems from Obama’s decision to announce the closing of Guantanamo before he had lined up takers for its prisoners. Now with unemployment at 10.2 percent, he could hold an auction for the officials in Illinois, Montana, Michigan and Colorado clamoring for the detainees to fill their underused prisons. The politician who wins the detainees isn’t going to get booted from office. He’s going to get a parade.",Detainees can be sold to fill empty prisons, 1, 1, 1,,, -1, 1, -1,,
